Depth,Vp_blk,Vs_blk,Rho_blk,Vsh_blk
1751.17,3.413,1.964,2.323,0.337
1751.32,3.413,1.964,2.323,0.337
1751.48,3.413,1.964,2.323,0.337
1751.63,3.413,1.964,2.323,0.337
1751.78,3.413,1.964,2.323,0.337
1751.93,3.413,1.964,2.323,0.337
1752.08,3.413,1.964,2.323,0.337
1752.24,3.413,1.964,2.323,0.337
1752.39,3.413,1.964,2.323,0.337
1752.54,3.413,1.964,2.323,0.337
1752.69,3.413,1.964,2.323,0.337
1752.85,3.413,1.964,2.323,0.337
1753.0,3.413,1.964,2.323,0.337
1753.15,3.413,1.964,2.323,0.337
1753.3,3.413,1.964,2.323,0.337
1753.46,3.413,1.964,2.323,0.337
1753.61,3.413,1.964,2.323,0.337
1753.76,3.413,1.964,2.323,0.337
1753.91,3.413,1.964,2.323,0.337
1754.07,3.413,1.964,2.323,0.337
1754.22,3.413,1.964,2.323,0.337
1754.37,3.413,1.964,2.323,0.337
1754.52,3.413,1.964,2.323,0.337
1754.68,3.413,1.964,2.323,0.337
1754.83,3.413,1.964,2.323,0.337
1754.98,3.413,1.964,2.323,0.337
1755.13,3.413,1.964,2.323,0.337
1755.29,3.413,1.964,2.323,0.337
1755.44,3.413,1.964,2.323,0.337
1755.59,3.413,1.964,2.323,0.337
1755.74,3.413,1.964,2.323,0.337
1755.89,3.413,1.964,2.323,0.337
1756.05,3.413,1.964,2.323,0.337
1756.2,3.413,1.964,2.323,0.337
1756.35,3.413,1.964,2.323,0.337
1756.5,3.413,1.964,2.323,0.337
1756.66,3.413,1.964,2.323,0.337
1756.81,3.413,1.964,2.323,0.337
1756.96,3.413,1.964,2.323,0.337
1757.11,3.413,1.964,2.323,0.337
1757.27,3.413,1.964,2.323,0.337
1757.42,3.413,1.964,2.323,0.337
1757.57,3.413,1.964,2.323,0.337
1757.72,3.413,1.964,2.323,0.337
1757.88,3.413,1.964,2.323,0.337
1758.03,3.413,1.964,2.323,0.337
1758.18,3.413,1.964,2.323,0.337
1758.33,3.413,1.964,2.323,0.337
1758.49,3.413,1.964,2.323,0.337
1758.64,3.413,1.964,2.323,0.337
1758.79,3.413,1.964,2.323,0.337
1758.94,3.413,1.964,2.323,0.337
1759.1,3.413,1.964,2.323,0.337
1759.25,3.413,1.964,2.323,0.337
1759.4,3.413,1.964,2.323,0.337
1759.55,3.413,1.964,2.323,0.337
1759.7,3.413,1.964,2.323,0.337
1759.86,3.413,1.964,2.323,0.337
1760.01,3.413,1.964,2.323,0.337
1760.16,3.413,1.964,2.323,0.337
1760.31,3.413,1.964,2.323,0.337
1760.47,3.413,1.964,2.323,0.337
1760.62,3.413,1.964,2.323,0.337
1760.77,3.413,1.964,2.323,0.337
1760.92,3.413,1.964,2.323,0.337
1761.08,3.413,1.964,2.323,0.337
1761.23,3.413,1.964,2.323,0.337
1761.38,3.413,1.964,2.323,0.337
1761.53,3.413,1.964,2.323,0.337
1761.69,3.413,1.964,2.323,0.337
1761.84,3.413,1.964,2.323,0.337
1761.99,3.413,1.964,2.323,0.337
1762.14,3.413,1.964,2.323,0.337
1762.3,3.413,1.964,2.323,0.337
1762.45,3.413,1.964,2.323,0.337
1762.6,3.413,1.964,2.323,0.337
1762.75,3.413,1.964,2.323,0.337
1762.91,3.413,1.964,2.323,0.337
1763.06,3.413,1.964,2.323,0.337
1763.21,3.413,1.964,2.323,0.337
1763.36,3.413,1.964,2.323,0.337
1763.51,3.413,1.964,2.323,0.337
1763.67,3.413,1.964,2.323,0.337
1763.82,3.413,1.964,2.323,0.337
1763.97,3.413,1.964,2.323,0.337
1764.12,3.413,1.964,2.323,0.337
1764.28,3.413,1.964,2.323,0.337
1764.43,3.413,1.964,2.323,0.337
1764.58,3.413,1.964,2.323,0.337
1764.73,3.413,1.964,2.323,0.337
1764.89,3.413,1.964,2.323,0.337
1765.04,3.413,1.964,2.323,0.337
1765.19,3.413,1.964,2.323,0.337
1765.34,3.413,1.964,2.323,0.337
1765.5,3.413,1.964,2.323,0.337
1765.65,3.413,1.964,2.323,0.337
1765.8,3.413,1.964,2.323,0.337
1765.95,3.413,1.964,2.323,0.337
1766.11,3.413,1.964,2.323,0.337
1766.26,3.413,1.964,2.323,0.337
1766.41,3.413,1.964,2.323,0.337
1766.56,3.413,1.964,2.323,0.337
1766.72,3.413,1.964,2.323,0.337
1766.87,3.413,1.964,2.323,0.337
1767.02,3.413,1.964,2.323,0.337
1767.17,3.413,1.964,2.323,0.337
1767.32,3.413,1.964,2.323,0.337
1767.48,3.413,1.964,2.323,0.337
1767.63,3.413,1.964,2.323,0.337
1767.78,3.413,1.964,2.323,0.337
1767.93,3.413,1.964,2.323,0.337
1768.09,3.413,1.964,2.323,0.337
1768.24,3.413,1.964,2.323,0.337
1768.39,3.413,1.964,2.323,0.337
1768.54,3.413,1.964,2.323,0.337
1768.7,3.413,1.964,2.323,0.337
1768.85,3.413,1.964,2.323,0.337
1769.0,3.413,1.964,2.323,0.337
1769.15,3.413,1.964,2.323,0.337
1769.31,3.413,1.964,2.323,0.337
1769.46,3.413,1.964,2.323,0.337
1769.61,3.413,1.964,2.323,0.337
1769.76,3.413,1.964,2.323,0.337
1769.92,3.413,1.964,2.323,0.337
1770.07,3.485,1.848,2.48,0.757
1770.22,3.485,1.848,2.48,0.757
1770.37,3.485,1.848,2.48,0.757
1770.53,3.485,1.848,2.48,0.757
1770.68,3.485,1.848,2.48,0.757
1770.83,3.485,1.848,2.48,0.757
1770.98,3.485,1.848,2.48,0.757
1771.13,3.485,1.848,2.48,0.757
1771.29,3.485,1.848,2.48,0.757
1771.44,3.485,1.848,2.48,0.757
1771.59,3.485,1.848,2.48,0.757
1771.74,3.485,1.848,2.48,0.757
1771.9,3.485,1.848,2.48,0.757
1772.05,3.485,1.848,2.48,0.757
1772.2,3.485,1.848,2.48,0.757
1772.35,3.485,1.848,2.48,0.757
1772.51,3.485,1.848,2.48,0.757
1772.66,3.485,1.848,2.48,0.757
1772.81,3.485,1.848,2.48,0.757
1772.96,3.485,1.848,2.48,0.757
1773.12,3.485,1.848,2.48,0.757
1773.27,3.485,1.848,2.48,0.757
1773.42,3.485,1.848,2.48,0.757
1773.57,3.485,1.848,2.48,0.757
1773.73,3.485,1.848,2.48,0.757
1773.88,3.485,1.848,2.48,0.757
1774.03,3.485,1.848,2.48,0.757
1774.18,3.485,1.848,2.48,0.757
1774.34,3.485,1.848,2.48,0.757
1774.49,3.485,1.848,2.48,0.757
1774.64,3.485,1.848,2.48,0.757
1774.79,3.485,1.848,2.48,0.757
1774.94,3.485,1.848,2.48,0.757
1775.1,3.485,1.848,2.48,0.757
1775.25,3.485,1.848,2.48,0.757
1775.4,3.485,1.848,2.48,0.757
1775.55,3.485,1.848,2.48,0.757
1775.71,3.485,1.848,2.48,0.757
1775.86,3.485,1.848,2.48,0.757
1776.01,3.485,1.848,2.48,0.757
1776.16,3.485,1.848,2.48,0.757
1776.32,3.485,1.848,2.48,0.757
1776.47,3.485,1.848,2.48,0.757
1776.62,3.485,1.848,2.48,0.757
1776.77,3.485,1.848,2.48,0.757
1776.93,3.485,1.848,2.48,0.757
1777.08,3.485,1.848,2.48,0.757
1777.23,3.485,1.848,2.48,0.757
1777.38,3.485,1.848,2.48,0.757
1777.54,3.485,1.848,2.48,0.757
1777.69,3.485,1.848,2.48,0.757
1777.84,3.485,1.848,2.48,0.757
1777.99,3.485,1.848,2.48,0.757
1778.15,3.485,1.848,2.48,0.757
1778.3,3.485,1.848,2.48,0.757
1778.45,3.485,1.848,2.48,0.757
1778.6,3.485,1.848,2.48,0.757
1778.75,3.485,1.848,2.48,0.757
1778.91,3.485,1.848,2.48,0.757
1779.06,3.485,1.848,2.48,0.757
1779.21,3.485,1.848,2.48,0.757
1779.36,3.485,1.848,2.48,0.757
1779.52,3.485,1.848,2.48,0.757
1779.67,3.485,1.848,2.48,0.757
1779.82,3.485,1.848,2.48,0.757
1779.97,3.485,1.848,2.48,0.757
1780.13,3.485,1.848,2.48,0.757
1780.28,3.485,1.848,2.48,0.757
1780.43,3.485,1.848,2.48,0.757
1780.58,3.485,1.848,2.48,0.757
1780.74,3.485,1.848,2.48,0.757
1780.89,3.485,1.848,2.48,0.757
1781.04,3.485,1.848,2.48,0.757
1781.19,3.485,1.848,2.48,0.757
1781.35,3.485,1.848,2.48,0.757
1781.5,3.485,1.848,2.48,0.757
1781.65,3.485,1.848,2.48,0.757
1781.8,3.485,1.848,2.48,0.757
1781.96,3.485,1.848,2.48,0.757
1782.11,3.485,1.848,2.48,0.757
1782.26,3.485,1.848,2.48,0.757
1782.41,3.485,1.848,2.48,0.757
1782.56,3.485,1.848,2.48,0.757
1782.72,3.485,1.848,2.48,0.757
1782.87,3.485,1.848,2.48,0.757
1783.02,3.485,1.848,2.48,0.757
1783.17,3.485,1.848,2.48,0.757
1783.33,3.485,1.848,2.48,0.757
1783.48,3.485,1.848,2.48,0.757
1783.63,3.485,1.848,2.48,0.757
1783.78,3.485,1.848,2.48,0.757
1783.94,3.485,1.848,2.48,0.757
1784.09,3.485,1.848,2.48,0.757
1784.24,3.485,1.848,2.48,0.757
1784.39,3.485,1.848,2.48,0.757
1784.55,3.485,1.848,2.48,0.757
1784.7,3.485,1.848,2.48,0.757
1784.85,3.485,1.848,2.48,0.757
1785.0,3.485,1.848,2.48,0.757
1785.16,3.485,1.848,2.48,0.757
1785.31,3.485,1.848,2.48,0.757
1785.46,3.485,1.848,2.48,0.757
1785.61,3.485,1.848,2.48,0.757
1785.77,3.485,1.848,2.48,0.757
1785.92,3.485,1.848,2.48,0.757
1786.07,3.485,1.848,2.48,0.757
1786.22,3.485,1.848,2.48,0.757
1786.37,3.485,1.848,2.48,0.757
1786.53,3.485,1.848,2.48,0.757
1786.68,3.485,1.848,2.48,0.757
1786.83,3.485,1.848,2.48,0.757
1786.98,3.485,1.848,2.48,0.757
1787.14,3.485,1.848,2.48,0.757
1787.29,3.485,1.848,2.48,0.757
1787.44,3.485,1.848,2.48,0.757
1787.59,3.485,1.848,2.48,0.757
1787.75,3.485,1.848,2.48,0.757
1787.9,3.485,1.848,2.48,0.757
1788.05,3.485,1.848,2.48,0.757
1788.2,3.485,1.848,2.48,0.757
1788.36,3.485,1.848,2.48,0.757
1788.51,3.485,1.848,2.48,0.757
1788.66,3.485,1.848,2.48,0.757
1788.81,3.485,1.848,2.48,0.757
1788.97,3.485,1.848,2.48,0.757
1789.12,3.485,1.848,2.48,0.757
1789.27,3.485,1.848,2.48,0.757
1789.42,3.485,1.848,2.48,0.757
1789.58,3.485,1.848,2.48,0.757
1789.73,3.485,1.848,2.48,0.757
1789.88,3.485,1.848,2.48,0.757
1790.03,3.485,1.848,2.48,0.757
1790.18,3.485,1.848,2.48,0.757
1790.34,3.485,1.848,2.48,0.757
1790.49,3.485,1.848,2.48,0.757
1790.64,3.485,1.848,2.48,0.757
1790.79,3.485,1.848,2.48,0.757
1790.95,3.485,1.848,2.48,0.757
1791.1,3.485,1.848,2.48,0.757
1791.25,3.485,1.848,2.48,0.757
1791.4,3.485,1.848,2.48,0.757
1791.56,3.485,1.848,2.48,0.757
1791.71,3.485,1.848,2.48,0.757
1791.86,3.485,1.848,2.48,0.757
1792.01,3.485,1.848,2.48,0.757
1792.17,3.485,1.848,2.48,0.757
1792.32,3.485,1.848,2.48,0.757
1792.47,3.485,1.848,2.48,0.757
1792.62,3.485,1.848,2.48,0.757
1792.78,3.485,1.848,2.48,0.757
1792.93,3.485,1.848,2.48,0.757
1793.08,3.485,1.848,2.48,0.757
1793.23,3.485,1.848,2.48,0.757
1793.39,3.485,1.848,2.48,0.757
1793.54,3.485,1.848,2.48,0.757
1793.69,3.485,1.848,2.48,0.757
1793.84,3.485,1.848,2.48,0.757
1793.99,3.485,1.848,2.48,0.757
1794.15,3.485,1.848,2.48,0.757
1794.3,3.485,1.848,2.48,0.757
1794.45,3.485,1.848,2.48,0.757
1794.6,3.485,1.848,2.48,0.757
1794.76,3.485,1.848,2.48,0.757
1794.91,3.485,1.848,2.48,0.757
1795.06,3.485,1.848,2.48,0.757
1795.21,3.485,1.848,2.48,0.757
1795.37,3.485,1.848,2.48,0.757
1795.52,3.485,1.848,2.48,0.757
1795.67,3.485,1.848,2.48,0.757
1795.82,3.485,1.848,2.48,0.757
1795.98,3.485,1.848,2.48,0.757
1796.13,3.485,1.848,2.48,0.757
1796.28,3.485,1.848,2.48,0.757
1796.43,3.485,1.848,2.48,0.757
1796.59,3.485,1.848,2.48,0.757
1796.74,3.485,1.848,2.48,0.757
1796.89,3.485,1.848,2.48,0.757
1797.04,3.485,1.848,2.48,0.757
1797.2,3.485,1.848,2.48,0.757
1797.35,3.485,1.848,2.48,0.757
1797.5,3.485,1.848,2.48,0.757
1797.65,3.485,1.848,2.48,0.757
1797.8,3.485,1.848,2.48,0.757
1797.96,3.485,1.848,2.48,0.757
1798.11,3.485,1.848,2.48,0.757
1798.26,3.485,1.848,2.48,0.757
1798.41,3.485,1.848,2.48,0.757
1798.57,3.485,1.848,2.48,0.757
1798.72,3.485,1.848,2.48,0.757
1798.87,3.485,1.848,2.48,0.757
1799.02,3.485,1.848,2.48,0.757
1799.18,3.485,1.848,2.48,0.757
1799.33,3.485,1.848,2.48,0.757
1799.48,3.485,1.848,2.48,0.757
1799.63,3.485,1.848,2.48,0.757
1799.79,3.485,1.848,2.48,0.757
1799.94,3.485,1.848,2.48,0.757
